# OpenSignals Text File Format
# {"internal sensors": {"sensor": ["xAcc", "yAcc", "zAcc", "Latitude", "Longitude", "Altitude", "Light", "distance", "SigMotion"], "device name": "internal sensors", "column": ["nSeq", "xAcc", "yAcc", "zAcc", "Latitude", "Longitude", "Altitude", "Light", "distance", "SigMotion"], "sync interval": 2, "time": "14:55:57", "comments": "", "keywords": "", "device connection": "UNKNOWNinternal sensors", "channels": [0, 1, 2, 3, 4, 5, 6, 7, 8], "date": "2020-07-17", "mode": 0, "digital IO": [], "firmware version": 0, "device": "android", "position": 0, "sampling rate": 100, "label": ["xAcc", "yAcc", "zAcc", "Latitude", "Longitude", "Altitude", "Light", "distance", "SigMotion"], "resolution": [1, 1, 1, 1, 1, 1, 1, 1, 1], "special": [{}, {}, {}, {}, {}, {}, {}, {}, {}], "sleeve color": ["UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN"]}}
# EndOfHeader
0.0	8.26239	0.11492168	7.8182654	38.689796	-9.335832	80.4	109.0	5.0	1.0	
0.01	8.26239	0.11492168	7.8182654	38.689796	-9.335832	80.4	109.0	5.0	1.0	
0.02	8.26239	0.11492168	7.8182654	38.689796	-9.335832	80.4	109.0	5.0	1.0	
0.03	8.588001	0.088585466	8.452729	38.689796	-9.335832	80.4	109.0	5.0	1.0	
0.04	8.671799	-0.022744916	8.963891	38.689796	-9.335832	80.4	109.0	5.0	1.0	
0.05	8.495825	-0.2801216	9.215282	38.689796	-9.335832	80.4	109.0	5.0	1.0	
0.06	8.139089	-0.6715736	9.136273	38.689796	-9.335832	80.4	109.0	5.0	1.0	
0.07	7.5968018	-1.1791444	8.215703	38.689796	-9.335832	80.4	109.0	5.0	1.0	
0.08	7.630321	-1.1085154	7.807492	38.689796	-9.335832	80.4	109.0	5.0	1.0	
0.09	7.8613615	-0.8882488	7.2807674	38.689796	-9.335832	80.4	109.0	5.0	1.0	
0.1	8.244433	-0.60333884	6.813898	38.689796	-9.335832	80.4	109.0	5.0	1.0	
0.11	8.662222	-0.45250413	6.4990606	38.689796	-9.335832	80.4	109.0	5.0	1.0	
0.12	9.094376	-0.39983168	6.31351	38.689796	-9.335832	80.4	109.0	5.0	1.0	
