# OpenSignals Text File Format
# {"00:07:80:4D:2E:AD": {"sensor": ["ECG"], "device name": "00:07:80:4D:2E:AD", "column": ["nSeq", "DI", "CH1"], "sync interval": 2, "time": "15:11:20.455", "comments": "", "device connection": "BTH00:07:80:4D:2E:AD", "channels": [1], "keywords": "", "convertedValues": 0, "mode": 0, "digital IO": [0, 1], "firmware version": 773, "device": "biosignalsplux", "position": 0, "sampling rate": 1000, "label": ["CH1"], "resolution": [16], "date": "2019-2-7", "special": [{}]}}
# EndOfHeader
30000	0	27764
30001	0	27844
30002	0	27968
30003	0	28024
30004	0	28044
30005	0	28096
30006	0	28184
30007	0	28278
30008	0	28370
30009	0	28436
30010	0	28496
30011	0	28544
30012	0	28568
30013	0	28514
30014	0	28452
30015	0	28352
30016	0	28292
30017	0	28260
30018	0	28228
30019	0	28228
30020	0	28232
30021	0	28290
30022	0	28381
30023	0	28520
30024	0	28624
30025	0	28716
30026	0	28792
30027	0	28828
30028	0	28868
30029	0	28912
30030	0	28936
30031	0	28932
30032	0	28920
30033	0	28992
30034	0	29076
30035	0	29116
30036	0	29140
30037	0	29112
30038	0	29088
30039	0	29092
30040	0	29100
30041	0	29136
30042	0	29176
30043	0	29184
30044	0	29194
30045	0	29254
30046	0	29362
30047	0	29512
30048	0	29616
30049	0	29644
30050	0	29636
30051	0	29656
30052	0	29696
30053	0	29672
30054	0	29616
30055	0	29572
30056	0	29548
30057	0	29552
30058	0	29572
30059	0	29600
30060	0	29636
30061	0	29676
30062	0	29740
30063	0	29806
30064	0	29888
30065	0	29952
30066	0	30056
30067	0	30176
30068	0	30288
30069	0	30384
30070	0	30428
30071	0	30428
30072	0	30444
30073	0	30452
30074	0	30432
30075	0	30404
30076	0	30372
30077	0	30348
30078	0	30341
30079	0	30308
30080	0	30272
30081	0	30248
30082	0	30248
30083	0	30280
30084	0	30352
30085	0	30456
30086	0	30600
30087	0	30720
30088	0	30804
30089	0	30868
30090	0	30924
30091	0	31000
30092	0	31048
30093	0	31104
30094	0	31124
30095	0	31120
30096	0	31112
30097	0	31088
30098	0	31032
30099	0	31000
30100	0	30972
30101	0	30960
30102	0	30964
30103	0	31044
30104	0	31128
30105	0	31232
30106	0	31332
30107	0	31396
30108	0	31432
30109	0	31428
30110	0	31468
30111	0	31472
30112	0	31428
30113	0	31372
30114	0	31304
30115	0	31208
30116	0	31132
30117	0	31084
30118	0	31028
30119	0	30960
30120	0	30928
30121	0	30908
30122	0	30924
30123	0	30946
30124	0	31024
30125	0	31172
30126	0	31380
30127	0	31556
30128	0	31692
30129	0	31762
30130	0	31788
30131	0	31808
30132	0	31752
30133	0	31604
30134	0	31432
30135	0	31332
30136	0	31268
30137	0	31252
30138	0	31268
30139	0	31316
30140	0	31328
30141	0	31368
30142	0	31404
30143	0	31369
30144	0	31312
30145	0	31308
30146	0	31352
30147	0	31440
30148	0	31552
30149	0	31640
30150	0	31660
30151	0	31592
30152	0	31560
30153	0	31548
30154	0	31553
30155	0	31474
30156	0	31400
30157	0	31404
30158	0	31452
30159	0	31440
30160	0	31424
30161	0	31380
30162	0	31356
30163	0	31404
30164	0	31484
30165	0	31580
30166	0	31672
30167	0	31760
30168	0	31828
30169	0	31904
30170	0	31948
30171	0	31940
30172	0	31880
30173	0	31716
30174	0	31588
30175	0	31544
30176	0	31548
30177	0	31584
30178	0	31600
