# OpenSignals Text File Format
# {"SM-A405FN": {"channels":[1,2,3],"column":["nSeq","timestamp","system_time","xAcc","yAcc","zAcc"],"comments":"","date":"2020-07-06","device":"channeller","device connection":"","device name":"SM-A405FN","digital IO":[0,1],"firmware version":772,"label":["xAcc","yAcc","zAcc"],"mode":0,"position":0,"range":[-39.2266,39.2266],"resolution":[16,16,16],"sampling rate":100,"sensor":["Acc","Acc","Acc"],"special":"","sync interval":2,"time":"10:11:22","units":" m/s²"}}
# EndOfHeader
0	2679619607211500	1594026683284	-1.3982137	2.7126305	9.400833
1	2679619628751750	1594026683285	-1.3467385	2.7665	9.323022
2	2679619644528875	1594026683285	-1.2952632	2.754529	9.370906
3	2679619657443437	1594026683305	-1.2605472	2.719813	9.458294
4	2679619668889718	1594026683305	-1.270124	2.7401638	9.536105
5	2679619679635359	1594026683309	-1.2677298	2.755726	9.478644
6	2679619690155179	1594026683319	-1.3108255	2.7210102	9.387665
7	2679619700328089	1594026683330	-1.3479356	2.6671407	9.186552
8	2679619710355044	1594026683339	-1.4460979	2.6503813	9.011775
9	2679619720341022	1594026683350	-1.5406688	2.6910827	8.983045
10	2679619730412011	1594026683360	-1.5622166	2.6731262	9.121908
11	2679619740560505	1594026683372	-1.553837	2.6300306	9.317036
12	2679619750464752	1594026683380	-1.5873557	2.5809495	9.428367
13	2679619760684876	1594026683391	-1.5933412	2.5246856	9.489418
14	2679619770485938	1594026683400	-1.5275006	2.4899697	9.539697
15	2679619780503969	1594026683410	-1.4700398	2.4911668	9.507375
16	2679619790403984	1594026683420	-1.376666	2.5342624	9.440337
17	2679619800416492	1594026683430	-1.2880806	2.5821466	9.288305
18	2679619810373746	1594026683440	-1.2749124	2.6024973	9.081207
19	2679619820345373	1594026683450	-1.3347675	2.5941176	8.89446
20	2679619830444186	1594026683462	-1.4317327	2.5833437	8.86932
21	2679619840470593	1594026683471	-1.4903905	2.6072857	9.0476885
22	2679619850459796	1594026683481	-1.5095441	2.5941176	9.144653
23	2679619860458898	1594026683490	-1.4939818	2.669535	9.187749
24	2679619870411449	1594026683500	-1.4257472	2.7329812	9.097966
25	2679619880377224	1594026683510	-1.340753	2.7952304	8.62152
26	2679619890376112	1594026683520	-1.3551182	2.8874073	8.461109
27	2679619900368056	1594026683530	-1.3862427	2.8526914	8.48146
28	2679619910347528	1594026683540	-1.4197617	2.7928362	8.619126
29	2679619920492764	1594026683551	-1.4460979	2.7222073	8.925584
30	2679619930403382	1594026683560	-1.4281414	2.6372132	9.178172
31	2679619940421691	1594026683570	-1.1971009	2.9281087	9.361329
32	2679619950460845	1594026683581	-0.9935937	3.2094274	9.124303
33	2679619960558422	1594026683598	-0.9720459	2.955642	9.244013
34	2679619970463711	1594026683605	-0.94810385	2.8646624	9.28232
35	2679619980390855	1594026683610	-1.246182	2.8167782	9.331401
36	2679619990346427	1594026683621	-1.6112977	2.60968	9.241618
37	2679620000433713	1594026683631	-1.9249382	2.457648	9.004593
38	2679620010387356	1594026683641	-2.0769699	2.397793	8.785523
39	2679620020402678	1594026683651	-2.0638018	2.3870192	8.692149
40	2679620030497839	1594026683663	-2.007538	2.4061728	8.66701
41	2679620040730419	1594026683672	-1.9428947	2.469619	8.72088
42	2679620050529209	1594026683681	-1.8112136	2.5773582	8.780735
43	2679620060679104	1594026683691	-1.6316484	2.6874914	8.791509
44	2679620070510552	1594026683701	-1.5131354	2.7234044	8.850166
45	2679620081261776	1594026683713	-1.4221559	2.681506	9.015367
46	2679620090867888	1594026683722	-1.3694834	2.6384103	9.147048
47	2679620100633944	1594026683732	-1.4460979	2.6024973	9.165004
48	2679620110496472	1594026683741	-1.5562311	2.5258827	9.123106
49	2679620120447236	1594026683751	-1.553837	2.5187001	9.018958
50	2679620130731118	1594026683761	-1.578976	2.645593	8.9519205
51	2679620140639059	1594026683771	-1.7669208	2.4480712	9.062054
52	2679620151084029	1594026683783	-1.9069817	2.1978772	9.179369
53	2679620160731014	1594026683792	-1.9416976	2.2709002	9.240421
54	2679620170910007	1594026683826	-1.8327614	2.397793	9.260772
55	2679620182957503	1594026683826	-1.6938977	2.4899697	9.233239
56	2679620200430000	1594026683826	-1.6436194	2.5629928	9.130288
57	2679620210473000	1594026683832	-1.7345991	2.5390508	8.985439
58	2679620221358000	1594026683841	-1.8471266	2.4756045	8.908825
59	2679620230416000	1594026683851	-1.9081788	2.4001873	8.901642
60	2679620240604000	1594026683860	-1.8782512	2.4025815	9.027337
61	2679620250416000	1594026683870	-1.863886	2.4229321	9.223662
62	2679620260321000	1594026683880	-1.8794483	2.3642743	9.374496
63	2679620270489000	1594026683891	-1.9548657	2.3307555	9.36492
64	2679620281421000	1594026683901	-2.1559787	2.280477	9.15423
65	2679620290484000	1594026683937	-2.2026656	2.3319526	8.9040365
66	2679620300406000	1594026683937	-2.0602105	2.4600422	8.732851
67	2679620310690000	1594026683937	-1.99437	2.541445	8.732851
68	2679620320446000	1594026683942	-1.9548657	2.5258827	8.907627
69	2679620330530000	1594026683953	-2.0841527	2.4073699	9.131485
70	2679620340414000	1594026683963	-2.1894975	2.2984335	9.217676
71	2679620350358000	1594026683970	-2.147599	2.4193408	9.083601
72	2679620360655000	1594026683985	-1.8267759	2.8311436	8.913613
73	2679620370452000	1594026683992	-1.5849615	2.9819782	8.962694
74	2679620380350000	1594026684001	-1.3491327	3.1232362	9.091981
75	2679620390691000	1594026684011	-1.4640543	3.0573955	10.45069
76	2679620400314000	1594026684021	-0.79008657	3.0992942	7.727286
77	2679620410331000	1594026684030	-0.9564836	3.321955	8.59279
78	2679620420353000	1594026684041	-1.186327	2.5785553	8.195353
79	2679620430302000	1594026684050	-2.1739352	2.1068976	9.124303
80	2679620440464000	1594026684060	-2.6994624	2.0733786	10.070012
81	2679620450394000	1594026684070	-3.311181	1.7669208	10.933122
82	2679620460255000	1594026684080	-3.4141316	1.9979613	11.077971
83	2679620470509000	1594026684091	-3.064578	2.2469583	10.557233
84	2679620480394000	1594026684101	-2.4049757	2.5629928	9.8198185
85	2679620490399000	1594026684110	-1.5969325	3.0573955	9.4535055
86	2679620500307000	1594026684121	-0.8367735	3.4967315	9.333796
87	2679620510378000	1594026684133	-0.48602295	3.5972881	9.334992
88	2679620520443000	1594026684141	-0.85473	3.241749	9.405622
89	2679620530300000	1594026684150	-1.6460136	2.9101522	9.664195
90	2679620540276000	1594026684160	-2.2649148	2.8622682	10.044873
91	2679620550350000	1594026684171	-2.5091233	2.9400797	10.332177
92	2679620560295000	1594026684179	-2.4851813	3.0226796	10.070012
93	2679620571535000	1594026684194	-2.4061728	3.0334535	9.452309
94	2679620580349000	1594026684200	-2.1823149	2.9364884	8.846576
95	2679620590326000	1594026684210	-1.7812861	2.719813	8.610746
96	2679620600433000	1594026684221	-1.2258313	2.5773582	8.887277
97	2679620610301000	1594026684230	-0.6548142	2.6048915	9.534908
98	2679620620450000	1594026684241	-0.11611878	2.8191724	10.187328
99	2679620630291000	1594026684250	-0.1448492	2.6240451	10.5704
100	2679620640345000	1594026684259	-0.2885013	2.2649148	10.471041
101	2679620650313000	1594026684269	-0.5793968	1.9907787	10.214862
