# OpenSignals Text File Format
# {"internal sensors": {"sensor": ["xAcc", "yAcc", "zAcc", "Latitude", "Longitude", "Altitude", "Light", "distance", "SigMotion"], "device name": "internal sensors", "column": ["nSeq", "xAcc", "yAcc", "zAcc", "Latitude", "Longitude", "Altitude", "Light", "distance", "SigMotion"], "sync interval": 2, "time": "14:55:57", "comments": "", "keywords": "", "device connection": "UNKNOWNinternal sensors", "channels": [0, 1, 2, 3, 4, 5, 6, 7, 8], "date": "2020-07-17", "mode": 0, "digital IO": [], "firmware version": 0, "device": "android", "position": 0, "sampling rate": 100, "label": ["xAcc", "yAcc", "zAcc", "Latitude", "Longitude", "Altitude", "Light", "distance", "SigMotion"], "resolution": [1, 1, 1, 1, 1, 1, 1, 1, 1], "special": [{}, {}, {}, {}, {}, {}, {}, {}, {}], "sleeve color": ["UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN"]}}
# EndOfHeader
0.0	0.147243409	-0.28371289	9.6606039	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.01	0.147243409	-0.28371289	9.6606039	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.02	0.147243409	-0.28371289	9.6606039	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.03	0.147243409	-0.28371289	9.6606039	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.04	0.147243409	-0.28371289	9.6606039	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.05	0.147243409	-0.28371289	9.6606039	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.06	0.147243409	-0.28371289	9.6606039	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.07	0.147243409	-0.28371289	9.6606039	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.08	0.147243409	-0.28371289	9.6606039	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.09	0.147243409	-0.28371289	9.6606039	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.1	0.164002819	-0.2789245	9.607931	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.11	0.164002819	-0.2789245	9.607931	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.12	0.202310039	-0.26216509	9.615114	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.13	0.205901339	-0.26336219	9.6330709	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.14	0.205901339	-0.26336219	9.6330709	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.15	0.205901339	-0.26336219	9.6330709	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.16	0.205901339	-0.26336219	9.6330709	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.17	0.205901339	-0.26336219	9.6330709	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.18	0.185550629	-0.23582886	9.691729	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.19	0.17717093	-0.207098449	9.692925	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.2	0.17717093	-0.207098449	9.692925	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.21	0.17118542	-0.196324539	9.680955	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.22	0.17238252	-0.20350714	9.6845455	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.23	0.174776719	-0.22625206	9.689334	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.24	0.174776719	-0.22625206	9.694122	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.25	0.208295549	-0.26336219	9.6210989	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.26	0.208295549	-0.26336219	9.6210989	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.27	0.22266077	-0.26336219	9.6210989	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.28	0.21667525	-0.2765303	9.5923689	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.29	0.21667525	-0.2765303	9.5923689	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.3	0.19512744	-0.2777274	9.5552589	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.31	0.164002819	-0.296881019	9.558849	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.32	0.13646949	-0.296881019	9.5660329	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.33	0.120907189	-0.294486819	9.5923689	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.34	0.120907189	-0.27174189	9.6163109	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.35	0.11971009	-0.257376669	9.622296	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.36	0.13527239	-0.234631759	9.631873	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
0.37	0.147243409	-0.22266077	9.6282829	38.689762	-9.3358679	80.59	114.0	5.0	0.0	
