# OpenSignals Text File Format
# {"internal sensors":{"sensor":["xMag","yMag","zMag"],"device name":"internal sensors","column":["nSeq","xMag","yMag","zMag"],"sync interval":2,"time":"19:01:34","comments":"","keywords":"","device connection":"UNKNOWNinternal sensors","channels":[0,1,2],"date":"2020-07-28","mode":0,"digital IO":[],"firmware version":0,"device":"android","position":0,"sampling rate":100,"label":["xMag","yMag","zMag"],"resolution":[1,1,1],"special":[{},{},{}],"sleeve color":["UNKNOWN","UNKNOWN","UNKNOWN"]}}
# EndOfHeader
1465354425592308	-21.626282	-30.073547	-16.505432	
1465354445393657	-22.377014	-29.173279	-17.105103	
1465354465525193	-21.626282	-29.322815	-17.855835	
1465354486149622	-21.32721	-28.874207	-16.355896	
1465354505802942	-21.777344	-27.822876	-17.704773	
1465354566197229	-21.176147	-27.973938	-19.204712	
1465354606388880	-20.126343	-27.372742	-18.605042	
1465354687046839	-19.82727	-27.67334	-20.555115	
1465354727513147	-18.327332	-27.822876	-19.055176	
1465354807926965	-19.976807	-27.523804	-20.405579	
1465354868351770	-20.726013	-26.473999	-19.055176	
1465354948887659	-19.676208	-26.473999	-17.704773	
1465355029759241	-22.377014	-25.424194	-18.005371	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
1465355089878870	-22.227478	-29.023743	-18.605042	
