# OpenSignals Text File Format
# {"00:07:80:4D:2E:99": {"sensor": ["ECG", "XYZ", "XYZ", "XYZ", "SpO2", "SpO2"], "device name": "00:07:80:4D:2E:99", "column": ["nSeq", "DI", "ECG", "XYZ", "XYZ", "XYZ", "SpO2", "SpO2"], "sync interval": 2, "time": "12:53:43", "comments": "", "keywords": "", "device connection": "BTH00:07:80:4D:2E:99", "channels": [1, 2, 3, 4, 9, 10], "date": "2020-09-11", "mode": 0, "digital IO": [0, 1], "firmware version": 775, "device": "biosignalsplux", "position": 0, "sampling rate": 100, "label": ["ECG", "XYZ", "XYZ", "XYZ", "SpO2", "SpO2"], "resolution": [16, 16, 16, 16, 16, 16], "special": [{}, {}, {}, {}, {}, {}], "sleeve color": ["UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN"]}, "internal sensors": {"sensor": ["xAcc", "yAcc", "zAcc", "xGyr", "yGyr", "zGyr", "xMag", "yMag", "zMag"], "device name": "internal sensors", "column": ["nSeq", "xAcc", "yAcc", "zAcc", "xGyr", "yGyr", "zGyr", "xMag", "yMag", "zMag"], "sync interval": 2, "time": "12:53:45", "comments": "", "keywords": "", "device connection": "UNKNOWNinternal sensors", "channels": [0, 1, 2, 3, 4, 5, 6, 7, 8], "date": "2020-09-11", "mode": 0, "digital IO": [], "firmware version": 0, "device": "android", "position": 0, "sampling rate": 100, "label": ["xAcc", "yAcc", "zAcc", "xGyr", "yGyr", "zGyr", "xMag", "yMag", "zMag"], "resolution": [1, 1, 1, 1, 1, 1, 1, 1, 1], "special": [{}, {}, {}, {}, {}, {}, {}, {}, {}], "sleeve color": ["UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN", "UNKNOWN"]}}
# EndOfHeader
0.0	0.0	-0.2346768814401374	-0.100027829	8.961316769	1.682821139	0.326715087890625	0.4108154296875	109.939	7.4459669	-1.60052379	-6.38294169	0.00106903909	0.0010934509	-0.000464256849	-30.5999979	11.0	2.29998779	
0.01	0.0	-0.22856737610402358	-0.08629852	8.98289139	1.543566709	0.326806640625	0.41077880859375	109.95	7.4399819	-1.60052379	-6.3781533	0.00106903909	0.0010934509	-0.0010751219	-30.5999979	11.0	2.29998779	
0.02	0.0	-0.22263756210132485	-0.133370439	9.02996332	1.56121868	0.326806640625	0.410888671875	109.96	7.4411789	-1.59932669	-6.3637879	0.00045817345	0.0023151813	-0.000464256849	-30.5	11.0	2.29998779	
0.03	0.0	-0.20466842875981356	-0.180442359	8.95151012	1.586715969	0.32684326171875	0.410980224609375	109.969	7.43758769	-1.5981296	-6.36857649	0.00045817345	0.0023151813	-0.0010751219	-30.5	11.0	2.29998779	
0.04	0.0	-0.1981546179235157	-0.141215759	8.90443819	1.50041745	0.326861572265625	0.41107177734375	109.98	7.42561669	-1.5861586	-6.362591	-0.0007635504	0.0017043157	-0.0016859875	-30.5999979	11.0	2.29998779	
0.05	0.0	-0.17915225941486754	-0.101989159	8.949548789	1.47688149	0.32687988281249997	0.411126708984375	109.99	7.4220249	-1.602918	-6.3745623	-0.00015269219	0.00048258528	-0.0029077178	-30.5999979	11.0	2.29998779	
0.06	0.0	-0.1743005934126595	-0.060801229	8.977007409	1.551412029	0.326953125	0.411273193359375	110.0	7.43758769	-1.5873557	-6.37097069	-0.0007635504	-0.000128279439	-0.0029077178	-30.5	11.0	2.29998779	
0.07	0.0	-0.15687053407139354	-0.101989159	9.004466029	1.61613592	0.326953125	0.411309814453125	110.01	7.43758769	-1.58974989	-6.3817449	-0.0007635504	-0.0007391451	-0.0016859875	-30.5	11.0	2.29998779	
0.08	0.0	-0.15471423807041218	-0.133370439	9.02996332	1.67105316	0.327044677734375	0.4113281249	110.019	7.4447703	-1.57777889	-6.3817449	-0.00015269219	-0.000128279439	0.00014660833	-30.5999979	11.0	2.29998779	
0.09	0.0	-0.1493234980679588	-0.160829059	9.03192465	1.702434439	0.327008056640625	0.41143798828125	110.03	7.4555439	-1.58855279	-6.3781533	-0.001374416	0.00048258528	0.0025900695	-30.5999979	11.0	2.29998779	
