# OpenSignals Text File Format. Version 1
# {"00:07:80:D8:A8:82": {"sensor": ["EMG"], "device name": "00:07:80:D8:A8:82", "column": ["nSeq", "DI", "PORT5_CHN1"], "sync interval": 2, "time": "17:15:33.778", "comments": "", "device connection": "BTH00:07:80:D8:A8:82", "channels": [5], "keywords": "", "convertedValues": 0, "mode": 1, "digital IO": [0, 1], "firmware version": 775, "device": "channeller", "position": 0, "sampling rate": 1000, "label": ["PORT5_CHN1"], "resolution": [8], "date": "2019-10-15", "special": [{"SpO2": [100, 51, 5, 4, 3, 3]}, {"SpO2": [100, 51, 5, 4, 3, 3]}, {"SpO2": [100, 51, 5, 4, 3, 3]}, {"SpO2": [100, 51, 5, 4, 3, 3]}, {"SpO2": [100, 51, 5, 4, 3, 3]}, {"SpO2": [100, 51, 5, 4, 3, 3]}, {"SpO2": [100, 51, 5, 4, 3, 3]}, {"SpO2": [100, 51, 5, 4, 3, 3]}, {"SpO2": [100, 51, 5, 4, 3, 3]}, {"SpO2": [100, 51, 5, 4, 3, 3]}, {"SpO2": [100, 51, 5, 4, 3, 3]}, {"SpO2": [100, 51, 5, 4, 3, 3]}, {"SpO2": [100, 51, 5, 4, 3, 3]}, {"SpO2": [100, 51, 5, 4, 3, 3]}, {"SpO2": [100, 51, 5, 4, 3, 3]}]}, "00:07:80:D8:A7:F9": {"sensor": ["EMG"], "device name": "00:07:80:D8:A7:F9", "column": ["nSeq", "DI", "PORT6_CHN1"], "sync interval": 2, "time": "17:15:33.778", "comments": "", "device connection": "BTH00:07:80:D8:A7:F9", "channels": [6], "keywords": "", "convertedValues": 0, "mode": 1, "digital IO": [0, 1], "firmware version": 773, "device": "channeller", "position": 1, "sampling rate": 1000, "label": ["PORT6_CHN1"], "resolution": [16], "date": "2019-10-15", "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}]}}
# EndOfHeader
30724	1	127	25653	1	32808	
30725	1	128	25654	1	32775	
30726	1	127	25655	1	32783	
30727	1	128	25656	1	32762	
30728	1	128	25657	1	32749	
30729	1	128	25658	1	32808	
30730	1	128	25659	1	32901	
30731	1	128	25660	1	32772	
30732	1	128	25661	1	32800	
30733	1	128	25662	1	32839	
30734	1	128	25663	1	32775	
30735	1	128	25664	1	32772	
30736	1	128	25665	1	32828	
30737	1	128	25666	1	32874	
30738	1	128	25667	1	32764	
30739	1	128	25668	1	32868	
30740	1	127	25669	1	32800	
30741	1	127	25670	1	32840	
30742	1	127	25671	1	32742	
30743	1	127	25672	1	32802	
30744	1	127	25673	1	32864	
30745	1	127	25674	1	32740	
30746	1	128	25675	1	32775	
30747	1	127	25676	1	32800	
30748	1	128	25677	1	32886	
30749	1	128	25678	1	32891	
30750	1	128	25679	1	32836	
30751	1	128	25680	1	32850	
30752	1	128	25681	1	32885	
30753	1	128	25682	1	32824	
30754	1	128	25683	1	32804	
30755	1	128	25684	1	32839	
30756	1	128	25685	1	32839	
30757	1	128	25686	1	32748	
30758	1	128	25687	1	32796	
30759	1	128	25688	1	32765	
30760	1	128	25689	1	32756	
30761	1	127	25690	1	32817	
30762	1	128	25691	1	32788	
30763	1	128	25692	1	32850	
30764	1	128	25693	1	32898	
30765	1	128	25694	1	32856	
30766	1	127	25695	1	32834	
30767	1	128	25696	1	32796	
30768	1	128	25697	1	32786	
30769	1	128	25698	1	32800	
30770	1	127	25699	1	32808	
30771	1	128	25700	1	32804	
30772	1	128	25701	1	32814	
30773	1	128	25702	1	32720	
30774	1	128	25703	1	32718	
30775	1	128	25704	1	32763	
30776	1	128	25705	1	32810	
30777	1	128	25706	1	32772	
30778	1	128	25707	1	32775	
30779	1	127	25708	1	32810	
30780	1	128	25709	1	32832	
30781	1	128	25710	1	32844	
30782	1	127	25711	1	32836	
30783	1	127	25712	1	32854	
30784	1	127	25713	1	32864	
30785	1	128	25714	1	32804	
30786	1	128	25715	1	32760	
30787	1	127	25716	1	32800	
30788	1	128	25717	1	32772	
30789	1	127	25718	1	32786	
30790	1	128	25719	1	32792	
30791	1	128	25720	1	32786	
30792	1	128	25721	1	32792	
30793	1	127	25722	1	32824	
30794	1	127	25723	1	32809	
30795	1	128	25724	1	32824	
30796	1	128	25725	1	32840	
30797	1	128	25726	1	32856	
30798	1	128	25727	1	32830	
30799	1	128	25728	1	32868	
30800	1	127	25729	1	32750	
30801	1	128	25730	1	32879	
30802	1	128	25731	1	32828	
30803	1	127	25732	1	32812	
30804	1	127	25733	1	32796	
30805	1	128	25734	1	32784	
30806	1	128	25735	1	32788	
30807	1	127	25736	1	32804	
30808	1	128	25737	1	32826	
30809	1	128	25738	1	32852	
30810	1	128	25739	1	32796	
30811	1	128	25740	1	32775	
