# OpenSignals Text File Format
# {"00:07:80:D8:A7:F9": {"sensor": ["ECG"], "device name": "00:07:80:D8:A7:F9", "column": ["nSeq", "DI", "CH1"], "sync interval": 2, "time": "14:39:43.518", "comments": "write a small description", "device connection": "BTH00:07:80:D8:A7:F9", "channels": [1], "keywords": "'keyword 1,', 'keyword 2'", "mode": 0, "digital IO": [0, 1], "firmware version": "773", "device": "biosignalsplux", "position": 0, "sampling rate": 1000, "label": ["CH1"], "resolution": [16], "date": "2018-9-28", "special": [{}]}}
# EndOfHeader
0	0	32973	
1	0	33006	
2	0	33042	
3	0	33057	
4	0	33074	
5	0	33110	
6	0	33144	
7	0	33182	
8	0	33256	
9	0	33348	
10	0	33486	
11	0	33671	
12	0	33812	
13	0	33886	
14	0	33904	
15	0	33927	
16	0	33948	
17	0	33936	
18	0	33912	
19	0	33878	
20	0	33880	
21	0	33898	
22	0	33972	
23	0	34092	
24	0	34152	
25	0	34220	
26	0	34285	
27	0	34362	
28	0	34439	
29	0	34502	
30	0	34550	
31	0	34557	
32	0	34553	
33	0	34549	
34	0	34516	
35	0	34476	
36	0	34501	
37	0	34588	
38	0	34644	
39	0	34649	
40	0	34642	
41	0	34695	
42	0	34738	
43	0	34797	
44	0	34864	
45	0	34854	
46	0	34814	
47	0	34787	
48	0	34711	
49	0	34670	
50	0	34620	
51	0	34580	
52	0	34528	
53	0	34536	
54	0	34638	
55	0	34747	
56	0	34786	
57	0	34792	
58	0	34823	
59	0	34874	
60	0	34872	
61	0	34866	
62	0	34850	
63	0	34856	
64	0	34823	
65	0	34732	
66	0	34608	
67	0	34536	
68	0	34473	
69	0	34432	
70	0	34371	
71	0	34283	
72	0	34196	
73	0	34162	
74	0	34128	
75	0	34141	
76	0	34136	
77	0	34092	
78	0	33972	
79	0	33867	
80	0	33828	
81	0	33863	
82	0	33930	
83	0	34012	
84	0	34106	
85	0	34164	
86	0	34118	
87	0	34055	
88	0	33988	
89	0	33992	
90	0	33982	
91	0	33973	
92	0	33960	
93	0	33913	
94	0	33836	
95	0	33712	
96	0	33578	
97	0	33445	
98	0	33312	
99	0	33173	
100	0	33056	
101	0	32967	
102	0	32874	
103	0	32818	
104	0	32772	
105	0	32710	
106	0	32616	
107	0	32516	
108	0	32376	
109	0	32224	
110	0	32147	
111	0	32102	
112	0	32070	
113	0	32030	
114	0	31944	
115	0	31820	
116	0	31780	
117	0	31762	
118	0	31724	
119	0	31692	
120	0	31729	
121	0	31824	
122	0	31900	
123	0	31936	
124	0	31957	
125	0	31922	
126	0	31812	
127	0	31657	
128	0	31503	
129	0	31398	
130	0	31327	
131	0	31322	
132	0	31301	
133	0	31290	
134	0	31278	
135	0	31278	
136	0	31331	
137	0	31390	
138	0	31385	
139	0	31293	
140	0	31209	
141	0	31238	
142	0	31308	
143	0	31362	
144	0	31404	
145	0	31414	
146	0	31378	
147	0	31318	
148	0	31276	
149	0	31281	
150	0	31280	
151	0	31253	
152	0	31205	
153	0	31149	
154	0	31144	
155	0	31156	
156	0	31154	
157	0	31124	
158	0	31076	
159	0	31056	
160	0	31076	
161	0	31142	
162	0	31250	
163	0	31340	
164	0	31421	
165	0	31465	
166	0	31493	
167	0	31468	
168	0	31462	
169	0	31468	
170	0	31503	
171	0	31586	
172	0	31644	
173	0	31643	
174	0	31576	
175	0	31440	
176	0	31356	
177	0	31366	
178	0	31439	
179	0	31478	
180	0	31494	
181	0	31544	
182	0	31616	
183	0	31657	
184	0	31711	
185	0	31746	
186	0	31750	
187	0	31716	
188	0	31674	
189	0	31656	
190	0	31668	
191	0	31716	
192	0	31730	
193	0	31764	
194	0	31784	
195	0	31763	
196	0	31714	
197	0	31634	
198	0	31568	
199	0	31540	
200	0	31522	
201	0	31514	
202	0	31525	
203	0	31540	
204	0	31532	
205	0	31516	
206	0	31530	
207	0	31559	
208	0	31588	
209	0	31623	
210	0	31644	
211	0	31710	
212	0	31790	
213	0	31890	
214	0	31996	
215	0	32070	
216	0	32114	
217	0	32108	
218	0	32036	
219	0	31928	
220	0	31781	
221	0	31634	
222	0	31545	
223	0	31476	
224	0	31442	
225	0	31449	
226	0	31438	
227	0	31462	
228	0	31520	
229	0	31552	
230	0	31598	
231	0	31648	
232	0	31663	
233	0	31680	
234	0	31692	
235	0	31688	
236	0	31674	
237	0	31659	
238	0	31670	
239	0	31678	
240	0	31672	
241	0	31678	
242	0	31666	
243	0	31706	
244	0	31789	
245	0	31832	
246	0	31816	
247	0	31762	
248	0	31702	
249	0	31670	
250	0	31632	
251	0	31573	
252	0	31524	
253	0	31481	
254	0	31440	
255	0	31480	
256	0	31546	
257	0	31548	
258	0	31514	
259	0	31532	
260	0	31524	
261	0	31476	
262	0	31464	
263	0	31508	
264	0	31550	
265	0	31564	
266	0	31570	
267	0	31581	
268	0	31613	
269	0	31656	
270	0	31670	
271	0	31702	
272	0	31736	
273	0	31776	
274	0	31790	
275	0	31783	
276	0	31776	
277	0	31740	
278	0	31684	
279	0	31584	
280	0	31511	
281	0	31492	
282	0	31517	
283	0	31531	
284	0	31504	
285	0	31436	
286	0	31404	
287	0	31420	
288	0	31457	
289	0	31484	
290	0	31542	
291	0	31600	
292	0	31613	
293	0	31638	
294	0	31746	
295	0	31908	
296	0	32040	
297	0	32143	
298	0	32224	
299	0	32314	
300	0	32400	
301	0	32536	
302	0	32672	
303	0	32780	
304	0	32834	
305	0	32816	
306	0	32792	
307	0	32822	
308	0	32906	
309	0	33015	
310	0	33104	
311	0	33148	
312	0	33170	
313	0	33159	
314	0	33167	
315	0	33173	
316	0	33152	
317	0	33104	
318	0	33036	
319	0	32984	
320	0	32932	
321	0	32928	
322	0	32963	
323	0	33055	
324	0	33165	
