# OpenSignals Text File Format
# {"00:07:80:4D:2E:AD": {"sensor": ["RAW"], "device name": "00:07:80:4D:2E:AD", "column": ["nSeq", "DI", "CH1"], "sync interval": 2, "time": "13:28:8.601", "comments": "", "device connection": "BTH00:07:80:4D:2E:AD", "channels": [1], "keywords": "", "mode": 0, "digital IO": [0, 1], "firmware version": 773, "device": "biosignalsplux", "position": 0, "sampling rate": 1000, "label": ["CH1"], "resolution": [16], "date": "2019-3-12", "special": [{}]}, "00:07:80:3B:46:58": {"sensor": ["RAW"], "device name": "00:07:80:3B:46:58", "column": ["nSeq", "DI", "CH1"], "sync interval": 2, "time": "13:28:24.199", "comments": "", "device connection": "BTH00:07:80:3B:46:58", "channels": [1], "keywords": "", "mode": 0, "digital IO": [0, 1], "firmware version": 774, "device": "biosignalsplux", "position": 0, "sampling rate": 1000, "label": ["CH1"], "resolution": [16], "date": "2019-3-12", "special": [{}]}}
# EndOfHeader
13198	0	32706	0	0	32982	
13199	0	32588	1	0	32928	
13200	0	32548	2	0	33020	
13201	0	32676	3	0	32918	
13202	0	32784	4	0	32684	
13203	0	32670	5	0	32748	
13204	0	32860	6	0	32681	
13205	0	32860	7	0	32602	
13206	0	32752	8	0	32708	
13207	0	32668	9	0	32714	
13208	0	32468	10	0	32603	
13209	0	32444	11	0	32772	
13210	0	32756	12	0	32824	
13211	0	32800	13	0	32624	
13212	0	32458	14	0	32677	
13213	0	32724	15	0	32566	
13214	0	32950	16	0	32452	
13215	0	32941	17	0	32750	
13216	0	32881	18	0	32756	
13217	0	32900	19	0	32300	
13218	0	32998	20	0	32504	
13219	0	33072	21	0	32792	
13220	0	33064	22	0	32844	
13221	0	32900	23	0	32850	
13222	0	32828	24	0	32712	
13223	0	32808	25	0	32936	
13224	0	32872	26	0	33120	
13225	0	32896	27	0	33032	
13226	0	32856	28	0	32829	
13227	0	32772	29	0	32698	
13228	0	32892	30	0	32883	
13229	0	32753	31	0	33104	
13230	0	32548	32	0	33024	
13231	0	32716	33	0	32929	
13232	0	32700	34	0	32737	
13233	0	32657	35	0	32684	
13234	0	32824	36	0	32660	
13235	0	32748	37	0	32413	
13236	0	32682	38	0	32638	
13237	0	32864	39	0	32666	
13238	0	32808	40	0	32542	
13239	0	32548	41	0	32612	
13240	0	32552	42	0	32689	
13241	0	32896	43	0	32580	
13242	0	32864	44	0	32728	
13243	0	32952	45	0	32878	
13244	0	32945	46	0	32664	
13245	0	32884	47	0	32622	
13246	0	33124	48	0	32736	
13247	0	32859	49	0	32708	
13248	0	32564	50	0	32810	
13249	0	32600	51	0	32882	
13250	0	32956	52	0	32834	
13251	0	32713	53	0	33016	
13252	0	32413	54	0	32952	
13253	0	32738	55	0	32772	
13254	0	32876	56	0	32800	
13255	0	32736	57	0	32906	
13256	0	33010	58	0	32708	
13257	0	32918	59	0	32406	
13258	0	32864	60	0	32542	
13259	0	32812	61	0	32664	
13260	0	32488	62	0	32552	
13261	0	32644	63	0	32925	
13262	0	33016	64	0	32828	
13263	0	32836	65	0	32734	
13264	0	32660	66	0	32792	
13265	0	32716	67	0	32626	
13266	0	32900	68	0	32584	
13267	0	32860	69	0	32900	
13268	0	32756	70	0	32749	
13269	0	32697	71	0	32510	
13270	0	32528	72	0	32580	
13271	0	32680	73	0	32918	
13272	0	32704	74	0	32680	
13273	0	32575	75	0	32660	
13274	0	32806	76	0	32678	
13275	0	32892	77	0	32536	
13276	0	32817	78	0	32696	
13277	0	32885	79	0	32784	
13278	0	32916	80	0	32747	
13279	0	32676	81	0	32726	
13280	0	32860	82	0	32796	
13281	0	32924	83	0	32729	
13282	0	32788	84	0	32740	
