# OpenSignals Text File Format
# {"internal sensors":{"sensor":["xLinAcc","yLinAcc","zLinAcc"],"device name":"internal sensors","column":["nSeq","xLinAcc","yLinAcc","zLinAcc"],"sync interval":2,"time":"19:01:34","comments":"","keywords":"","device connection":"UNKNOWNinternal sensors","channels":[0,1,2],"date":"2020-07-28","mode":0,"digital IO":[],"firmware version":0,"device":"android","position":0,"sampling rate":100,"label":["xLinAcc","yLinAcc","zLinAcc"],"resolution":[1,1,1],"special":[{},{},{}],"sleeve color":["UNKNOWN","UNKNOWN","UNKNOWN"]}}
# EndOfHeader
1465354465799108	-0.70232797	-0.29978466	0.14005661	
1465354465799108	-0.70232797	-0.29978466	0.14005661	
1465354485813928	-0.7432543	-1.2279773	0.46764565	
1465354485813928	-0.7432543	-1.2279773	0.46764565	
1465354515782190	-0.23795176	-2.1361995	1.4346695	
1465354535771204	-0.5146419	-1.0669174	0.2210865	
1465354575779749	-1.223368	-0.31154156	-2.0270882	
1465354595768762	-0.5964587	-0.56514025	-2.9376535	
1465354625767542	-0.33977377	-1.1076231	-1.961648	
1465354655735803	-0.75481534	-0.9401963	-0.9780903	
1465354685734583	-0.17619576	-0.080926895	-1.3086023	
1465354715733362	0.4982373	0.3637762	-2.295065	
1465354745732141	0.05552113	0.78573585	-1.3650026	
1465354785710169	0.48475942	0.99270344	-1.4121475	
1465354835697962	0.4906013	1.37011	0.25224876	
1465354855686975	0.55270743	1.4887948	0.28493977	
1465354885685755	0.7984817	1.7108855	0.37548733	
1465354925694299	0.7083145	1.190383	1.042819	
1465354965672327	0.95160943	1.5068507	0.95373535	
1465355005650354	1.5028582	0.5347223	0.5251503	
1465355055638147	-0.9656236	-0.72375584	2.1604433	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
1465355075627161	-0.47345853	-0.5131173	0.8432846	
